web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,how-to-book,book-link,book-link-href,address-link,address-link-href,terms,terms-link,terms-link-href
"1594284466-1712","https://www.holidayhk.com/en-hk/shops/","BIODERMA50%OFF 50% off on Sensibio H20 250mlQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1274/","BIODERMA","50% off on Sensibio H20 250ml","Original Price HK$188","/media/offer/Shop_1274_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Bioderma - Causeway Bay
Address: Shop120, Windsor House, Causeway Bay, Hong Kong Island
Tel: 2577 3808

Bioderma – Mong Kok
Address: Shop L227, Langham Place, Mongkok, Kowloon
Tel: 3514 4368

Bioderma – Kowloon Bay
Address: Shop 316-317, Telford Plaza Phase 2, Kowloon Bay, Kowloon
Tel: 2769 6099

Bioderma – Sha Tin
Address: ShopA342, New Town Plaza Phase 3, Shatin, New Territories
Tel: 2274 5400

Bioderma – Tuen Mun
Address: Shop 1132, 1/F, Tuen Mun Town Plaza, Tuen Mun, New Territories
Tel: 2404 2899

Bioderma – Quarry Bay
Address: Glam Beautique, 1/F, Kornhill Plaza (South), 2 Kornhill Road, Quarry Bay, Hong Kong Island
Tel: 2560 7522

Bioderma – Kwai Fong
Address: Shop 325, Level 3, Metroplaza, 223 Hing Fong Road, Kwai Fong, New Territories
Tel: 2399 7029






                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1274_tnc_R.pdf"
"1594284474-1716","https://www.holidayhk.com/en-hk/shops/","Lacoste50% OFF50% off on selected itemsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1243/","Lacoste","50% off on selected items","null","/media/offer/Shop_1243_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Lacoste - Tsim Sha Tsui
Address: Shop Ga11, G/F, The One, 100 Nathan Road, Tsim Sha Tsui, Kowloon
Tel: +852 23753622

Lacoste - Causeway Bay
Address: Shop 628, 6/F, Times Square, Causeway Bay, Hong Kong Island
Tel: +852 24309198

Lacoste - Causeway Bay
Address: Shop 20, 3/F, Sogo, Causeway Bay, Hong Kong Island
Tel: +852 2831 3991

Lacoste - Tsim Sha Tsui
Address: Shop No.326b Level 3 K11 Musea Victoria Dockside 18 Salisbury Rd, Tsim Sha Tsui, Kowloon
Tel: +852 2409 5288

Lacoste - Tsim Sha Tsui
Address: Shop G11a, China Hong Kong City, 33 Canton Road, Tsim Sha Tsui, Kowloon
Tel: +852 22612639","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1243_tnc.pdf"
"1594284399-1680","https://www.holidayhk.com/en-hk/shops/","THERMOSBUY 1 GET 1 FREEBuy one, get one free iwaki 400ml Pack Bowl","https://www.holidayhk.com/en-hk/shops/shop0092/","THERMOS","Buy one, get one free iwaki 400ml Pack Bowl","Original Price: HK$78","/media/offer/EN_Shop_92_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
THERMOS - Wan Chai
Address: Shop no. B40, Lee Tung Avenue, No. 200 Queen's Road East,Wan Chai, Hong Kong Island
Tel: + 852 2109 0101

THERMOS - Hung Hom
Address: Shop no. 710, Level 7, Fortune Metropolis, No.6 Metropolis Drive, Hung Hom, Kowloon
Tel: + 852 3549 6327

THERMOS - Tsim Sha Tsui
Address: Shop No.1, MTR Floor, iSQUARE, 63 Nathan Road, Tsim Sha Tsui, Kowloon
Tel: + 852 2668 5065

THERMOS - Diamond Hill
Address: Shop 213B, Plaza Hollywood, Diamond Hill, Kowloon
Tel: + 852 2116 1679

THERMOS - Sha Tin
Address: Shop 22E, 3/F, Sha Tin Centre, Sha Tin, New Territories
Tel: + 852 3580 8575

THERMOS - Tseung Kwan O
Address: Shop No. 108B, Level 1 of Park Central, No. 9 Tong Tak Street, Tseung Kwan O, Sai Kung, New Territories
Tel: + 852 2668 6332

THERMOS -Kwai Fong
Address: Shop 582, 5/F, Metroplaza, Kwai Fong, New Territories
Tel: + 852 2778 0822

THERMOS -Tung Chung
Address: Shop No. 511, 5/F, Citygate Outlets, 20 Tat Tung Road, Tung Chung, Outlying Islands
Tel: + 852 2250 5133
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_92_tnc.pdf"
"1594284154-1563","https://www.holidayhk.com/en-hk/shops/","LING NAM MEDICINE FACTORY (H.K.) LTD.CASH REBATEEnjoy HK$5 cash rebate upon net purchase of HK$100 in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1104/","LING NAM MEDICINE FACTORY (H.K.) LTD.","Enjoy HK$5 cash rebate upon net purchase of HK$100 in single transaction","null","/media/offer/Shop_1104_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
LING NAM MEDICINE FACTORY(H.K.)LTD.
Address: No.467, Shanghai Street, Mongkok, Kowloon
Tel: +852 2771 9209



                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1104_tnc.pdf"
"1594283996-1487","https://www.holidayhk.com/en-hk/shops/","AUSupreme50% OFF 50% discount on Squalene (300 capsules)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0044/","AUSupreme","50% discount on Squalene (300 capsules)","Original price: HK$2,450","/media/offer/EN_Shop_44_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","https://www.ausupreme.com/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_44_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_44_tnc.pdf"
"1594284187-1579","https://www.holidayhk.com/en-hk/shops/","Silver-In Fashion Design Agency10% off on designated item: Mask for Sensitive Skin (Manufacture in Hong Kong, Using Fabric with international certification)","https://www.holidayhk.com/en-hk/shops/shop1144/","Silver-In Fashion Design Agency","10% off on designated item: Mask for Sensitive Skin (Manufacture in Hong Kong, Using Fabric with international certification)","Original Price HK$168","/media/offer/Shop_1144_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Silver-In Fashion Design Agency
Address : G/F No.105 Yu Chau Street, Sham Shui Po, Kowloon
Tel : +852 2323 8500




                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/ENHK_Shop_1144_tnc.pdf"
"1594284228-1599","https://www.holidayhk.com/en-hk/shops/","FILA FUSIONEnjoy additional 5% off in single transaction","https://www.holidayhk.com/en-hk/shops/shop1234/","FILA FUSION","Enjoy additional 5% off in single transaction","null","/media/offer/Shop_1234_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
FILA Fusion - Kwun Tong
Address: Shop No. UC-12 on Upper Concourse Level, apm, Millennium City 5, Kwun Tong, Kwoloon, Hong Kong. 
Tel: +852 2763 1032

FILA Fusion - Causeway Bay
Address: Flat S & X , G/F Hong Kong Mansion, no. 1A-1L, Yee Wo Street, Casueway Bay. Hong Kong
Outlet Tel: +852 2528 0378

FILA Fusion - West Kowloon
Address: Shop 1101, first level, Elements, no. 1 Austin Road, West Kowloon, Kowloon, Hong Kong
Tel: +852 2904 2038

FILA Fusion - Mong Kok
Address: Shop no. 8 & 9, level 7, Langham Place, no. 8 Argyle Street, Mong Kok, Kowloon, Hong Kong
Tel: +852 2368 2408

FILA Fusion - Tsim Sha Tsui
Address: Shop 12, LCX, Level 3, Ocean Terminal, Harbour City, Tsim Sha Tsui, Kowloon, Hong Kong 
Tel: +852 2754 2148 

FILA Fusion - Kowloon Bay
Address: Shop Unit F18,1/F Telford Plaza 1, 33 Wai Yip Street, Kowloon Bay, Kowloon, Hong Kong
Tel: +852 2350 2238","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1234_tnc.pdf"
"1594283910-1445","https://www.holidayhk.com/en-hk/shops/","CATALO Natural Health FoodsCASH REBATEEnjoy HK$30 cash rebate upon net purchase of HK$200 in single transactionQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1010/","CATALO Natural Health Foods","Enjoy HK$30 cash rebate upon net purchase of HK$200 in single transaction","null","/media/offer/EN_Shop_1010_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details. 

Outlet Address
                        

                            Please click here for details.","official website","https://www.catalo.com.hk/catalo2015/?lang=en","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1010_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1010_tnc.pdf"
"1594284092-1533","https://www.holidayhk.com/en-hk/shops/","BIODERMABuy Sensibio H20 850ml, free Sensibio H20 250mlQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1273/","BIODERMA","Buy Sensibio H20 850ml, free Sensibio H20 250ml","Original Price HK$188","/media/offer/Shop_1273_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Bioderma - Causeway Bay
Address: Shop120, Windsor House, Causeway Bay, Hong Kong Island
Tel: 2577 3808

Bioderma – Mong Kok
Address: Shop L227, Langham Place, Mongkok, Kowloon
Tel: 3514 4368

Bioderma – Kowloon Bay
Address: Shop 316-317, Telford Plaza Phase 2, Kowloon Bay, Kowloon
Tel: 2769 6099

Bioderma – Sha Tin
Address: ShopA342, New Town Plaza Phase 3, Shatin, New Territories
Tel: 2274 5400

Bioderma – Tuen Mun
Address: Shop 1132, 1/F, Tuen Mun Town Plaza, Tuen Mun, New Territories
Tel: 2404 2899

Bioderma – Quarry Bay
Address: Glam Beautique, 1/F, Kornhill Plaza (South), 2 Kornhill Road, Quarry Bay, Hong Kong Island
Tel: 2560 7522

Bioderma – Kwai Fong
Address: Shop 325, Level 3, Metroplaza, 223 Hing Fong Road, Kwai Fong, New Territories
Tel: 2399 7029






                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1273_tnc_R.pdf"
"1594284454-1706","https://www.holidayhk.com/en-hk/shops/","Hong Kong Automobile Association50% OFF50% off for Blaupunkt Airpure AP1.0 with extra filter and Car's Interior Disinfection Package.Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1151/","Hong Kong Automobile Association","50% off for Blaupunkt Airpure AP1.0 with extra filter and Car's Interior Disinfection Package.","Original Price HK$1598","/media/offer/Shop_1151_logo_R.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Hong Kong Automobile Association
Address: Marsh Road, Wanchai Reclamation, Hong Kong Island 
Tel: +852 3583 3615 / 3469 7120

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1151_tnc_R.pdf"
"1594284357-1660","https://www.holidayhk.com/en-hk/shops/","Sun Kai TatEnjoy 10% discount upon purchase above 2 pack of red packet","https://www.holidayhk.com/en-hk/shops/shop0078/","Sun Kai Tat","Enjoy 10% discount upon purchase above 2 pack of red packet","null","/media/offer/EN_Shop_78_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Sun Kai Tat - Wan Chai
Address: Shop B07, Basement, Lee Tung Avenue, No. 200 Queen's Road East, Wan Chai, Hong Kong Island
Tel: +852 2518 8310","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_78_tnc.pdf"
"1594284291-1628","https://www.holidayhk.com/en-hk/shops/","RING STORYPromotion price of HK$800 for 18K-Akoya Earrings (1 pair)","https://www.holidayhk.com/en-hk/shops/shop1203/","RING STORY","Promotion price of HK$800 for 18K-Akoya Earrings (1 pair)","Original Price HK$1200","/media/offer/Shop_1203_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
RING STORY – Mongkok
Shop G17, Pioneer Gentre, 750 Nathan Rd, Mongkok, Kowloon, Hong Kong
Tel: 852 2396 6697

RING STORY – Causeway Bay
Shop 121, 1/F, Windsor House, 311 Gloucester Road, Causeway Bay, Hong Kong Island
Tel: +852 2987 6968

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1203_tnc.pdf"
"1594284123-1548","https://www.holidayhk.com/en-hk/shops/","Onitsuka Tiger50% OFF 50% discount on selected Onitsuka Tiger Footwear","https://www.holidayhk.com/en-hk/shops/shop0107/","Onitsuka Tiger","50% discount on selected Onitsuka Tiger Footwear","Original Price: HK$630","/media/offer/EN_Shop_107_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Onitsuka Tiger - Fashion Walk Flagship Store
Address: Shop No. A&C, G/F Vancouver Mansion, 6 Kingston St Fashion Walk, Causeway Bay, Hong Kong Island
Tel: +852 2456 9128

Onitsuka Tiger - Causeway Bay SOGO
Address: Counter 37, 3/F, SOGO, 555 Hennessy Road, Causeway Bay, Hong Kong Island
Tel: +852 2831 8985

Onitsuka Tiger - Kwun Tong Store
Address: Shop L4-12, 4/F, APM, No. 418 Kwun Tong Road, Kwun Tong, Kowloon
Tel: +852 2456 1318

Onitsuka Tiger - Tsim Sha Tsui Store
Address: Shop 2612, 2/F, Gateway Arcade, Harbour City, Tsim Sha Tsui, Kowloon
Tel: +852 2556 7888

Onitsuka Tiger - Sha Tin Store
Address: Shop 517, 5/F, Phase 1, New Town Plaza, Shatin, New Territories
Tel: +852 2868 6163
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_107_tnc.pdf"
"1594284285-1625","https://www.holidayhk.com/en-hk/shops/","Marathon Sports10% off on selected regular-priced items","https://www.holidayhk.com/en-hk/shops/shop1221/","Marathon Sports","10% off on selected regular-priced items","null","/media/offer/Shop_1221_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later. 

Please visit our  official website  for more details 

Outlet Address
                        

                            Please click here for details.","official website","https://www.marathonsports-eshop.hk/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1221_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1221_tnc.pdf"
"1594284053-1514","https://www.holidayhk.com/en-hk/shops/","0/3 baby COLLECTIONPromotion price of HK$1999 for FLEXII BACKPACK STROLLER
Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1212/","0/3 baby COLLECTION","Promotion price of HK$1999 for FLEXII BACKPACK STROLLER","Original Price HK$2490","/media/offer/Shop_1212_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
0/3 baby COLLECTION - Tsim Sha Tsui
Address: Shop G18, G/F, Ocean Terminal, Tsim Sha Tsui, Kowloon
Tel: +852 21109036

0/3 baby COLLECTION – Yuen Long
Address: Shop 2031, Level 2, YOHO MALL, 9 Yuen Lung Street, Yuen Long, New Territories
Outlet Tel: +852 35800360

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1212_tnc.pdf"
"1594284193-1582","https://www.holidayhk.com/en-hk/shops/","GOUTALReceive 10% off upon any purchase by visiting GOUTAL's La Maison to experience authentic French perfumes","https://www.holidayhk.com/en-hk/shops/shop0077/","GOUTAL","Receive 10% off upon any purchase by visiting GOUTAL's La Maison to experience authentic French perfumes","null","/media/offer/EN_Shop_77_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
GOUTAL - Causeway Bay
Address: Shop 20, G/F Paterson Street, Fashion Walk, Causeway Bay, Hong Kong Island
Tel: +852 2613 1303
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_77_tnc.pdf"
"1594284005-1491","https://www.holidayhk.com/en-hk/shops/","YUEN FUNG GINSENG CO LTDBUY 1 GET 1 FREECanada Ginseng Power buy 1 get 1 freeQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1290/","YUEN FUNG GINSENG CO LTD","Canada Ginseng Power buy 1 get 1 free","Original Price HK$130","/media/offer/Shop_1290_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Yuen Fung Ginseng Company Limited
Address: Shop A, G/F, Shing Po Building, 16-20 Ko Shing Street, Sheung Wan, Hong Kong Island
Tel: +852 2857 7612","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1290_tnc.pdf"
"1594284468-1713","https://www.holidayhk.com/en-hk/shops/","Crocodile Garments LimitedBUY 1 GET 1 FREEPromotion Price of HK$290 for 2 BASIC POLO Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1268/","Crocodile Garments Limited","Promotion Price of HK$290 for 2 BASIC POLO","Original Price HK$290","/media/offer/Shop_1268_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","https://www.crocodile.com.hk/en/index.php?","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1268_outlet_address_R.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1268_tnc.pdf"
"1594283930-1455","https://www.holidayhk.com/en-hk/shops/","The Art of Chocolate50% OFF50% off on Entry and Raw Chocolate Tasting","https://www.holidayhk.com/en-hk/shops/shop1156/","The Art of Chocolate","50% off on Entry and Raw Chocolate Tasting","Original Price HK$88","/media/offer/Shop_1156_logo.jpg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
The Art of Chocolate
Address: Shop 12, Ngong Ping Themed Village, Lantau Island, Island district
Tel: 6737 8928

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/ENHK_Shop_1156_tnc.pdf"
"1594283932-1456","https://www.holidayhk.com/en-hk/shops/","Shing Fung Ceramic Arts and CraftsSUPER OFFERUp to 75% offQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1261/","Shing Fung Ceramic Arts and Crafts","Up to 75% off","null","/media/offer/Shop_1261_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Shing Fung Ceramic Arts and Crafts
Address: G/F , No.446 Hennessy Road ,Causeway Bay , Hong Kong Island, Hong Kong 
Tel: +852 2858 3700

                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1261_tnc.pdf"
"1594284464-1711","https://www.holidayhk.com/en-hk/shops/","Premier Jewellery & Watch LimitedGIA One Carat Diamond Ring HK$38,800
Extra HK$99 Additional Matching Rings One PairQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0028/","Premier Jewellery & Watch Limited","GIA One Carat Diamond Ring HK$38,800
Extra HK$99 Additional Matching Rings One Pair","GIA 1ct H I 1 EX Solitaire lady’s ring HK$38,800
Extra HK$99 Additional matching diamond rings
one pair from selected collection","/media/offer/EN_Shop_28_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Premier Jewellery & Watch Limited - Tsim Sha Tsui
Address: G14-15, Holiday Inn Golden Mile Hotel, 50 Nathan Road, Tsim Sha Tsui, Kowloon
Tel: +852 2368 0003


                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_28_tnc.pdf"
"1594284376-1669","https://www.holidayhk.com/en-hk/shops/","eg mix & match50% OFF50% off on designated item: xe-cell clean to clean hand sanitizerQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1103/","eg mix & match","50% off on designated item: xe-cell clean to clean hand sanitizer","Original Price HK$49.9","/media/offer/Shop_1103_logo.jpeg","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address 
eg mix & match - Ma On Shan
Address: Shop237, 2/F, Ma On Shan Plaza, New Territories
Tel: +852 2633 0121

eg mix & match - Sha Tin
Address: Shop G4-G5, G/F, Fortune City One, Sha Tin, New Territories 
Tel: +852 2566 6458
 
eg mix & match - Sheung Shui
Address: Shop R41 & 45, 3/F, Choi Yuen Plaza, Sheung Shui, New Territories 
Tel: +852 2679 3555

eg mix & match - Fanling
Address: Shop UG 33A&B, Avon Park, Fanling, New Territories
Tel: +852 2786 4388

eg mix & match - Tai Po
Address: Shop 038, Uptown Plaza, Tai Po, New Territories
Tel: +852 2554 3988


                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1103_tnc.pdf"
"1594283928-1454","https://www.holidayhk.com/en-hk/shops/","OKASHI LANDEnjoy HK$30 discount upon net purchase of HK$200Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0036/","OKASHI LAND","Enjoy HK$30 discount upon net purchase of HK$200","null","/media/offer/EN_Shop_36_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","http://www.okashiland.com/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_36_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_36_tnc.pdf"
"1594283969-1474","https://www.holidayhk.com/en-hk/shops/","Marks and Spencer Food StorePromotion Price of HK$99 for 2 Mix & Match Mini BitesQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1281/","Marks and Spencer Food Store","Promotion Price of HK$99 for 2 Mix & Match Mini Bites","Original Price 2 for HK$118","/media/offer/Shop_1281_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","https://www.marksandspencer.com/hk/","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1281_outlet_address_R.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1281_tnc_R.pdf"
"1594284224-1597","https://www.holidayhk.com/en-hk/shops/","THERMOSMore than 70% discount on 470ml Vacuum Insulated Mug","https://www.holidayhk.com/en-hk/shops/shop0093/","THERMOS","More than 70% discount on 470ml Vacuum Insulated Mug","Original Price: HK$338
Discounted Price: HK$99","/media/offer/EN_Shop_93_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
THERMOS - Wan Chai
Address: Shop no. B40, Lee Tung Avenue, No. 200 Queen's Road East,Wan Chai, Hong Kong Island
Tel: + 852 2109 0101

THERMOS - Hung Hom
Address: Shop no. 710, Level 7, Fortune Metropolis, No.6 Metropolis Drive, Hung Hom, Kowloon
Tel: + 852 3549 6327

THERMOS - Tsim Sha Tsui
Address: Shop No.1, MTR Floor, iSQUARE, 63 Nathan Road, Tsim Sha Tsui, Kowloon
Tel: + 852 2668 5065

THERMOS - Diamond Hill
Address: Shop 213B, Plaza Hollywood, Diamond Hill, Kowloon
Tel: + 852 2116 1679

THERMOS - Sha Tin
Address: Shop 22E, 3/F, Sha Tin Centre, Sha Tin, New Territories
Tel: + 852 3580 8575

THERMOS - Tseung Kwan O
Address: Shop No. 108B, Level 1 of Park Central, No. 9 Tong Tak Street, Tseung Kwan O, Sai Kung, New Territories
Tel: + 852 2668 6332

THERMOS -Kwai Fong
Address: Shop 582, 5/F, Metroplaza, Kwai Fong, New Territories
Tel: + 852 2778 0822

THERMOS -Tung Chung
Address: Shop No. 511, 5/F, Citygate Outlets, 20 Tat Tung Road, Tung Chung, Outlying Islands
Tel: + 852 2250 5133
                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_93_tnc.pdf"
"1594283949-1464","https://www.holidayhk.com/en-hk/shops/","C.P.U.10% off on selected regular-priced itemsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1289/","C.P.U.","10% off on selected regular-priced items","null","/media/offer/Shop_1289_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Please visit our  official website  for more details

Outlet Address
                        

                            Please click here for details.","official website","https://www.sportshouse.com/web/sp/home/index.html?a=d&locale=zhhk","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1289_outlet_address.pdf","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1289_tnc.pdf"
"1594284024-1500","https://www.holidayhk.com/en-hk/shops/","Zero To one50% OFF50% off on Jasmine Pu'er Tea","https://www.holidayhk.com/en-hk/shops/shop1233/","Zero To one","50% off on Jasmine Pu'er Tea","Original Price HK$300","/media/offer/Shop_1233_logo.png","Show this page to the merchant for redemption. To show offline, click 'Print' and choose 'Save as PDF' (or print a hard copy) to show later.

Outlet Address
Zero To one - Tsim Sha Tsui
Address: shop 201 shop5, Level 2, K11 Art Mall, 18 Hanoi Road, Tsim Sha Tsui, Kowloon
Tel: +852 2401 3655

Zero To one - The Peak
Address: Shop 216, Level 2, Peak Galleria,118 Peak Road, The Peak, Hong Kong Island
Tel: +852 2401 3655


                        

                            Please click here for details.","null","","null","","Terms and conditions apply.
                        

                            Please click here for details.","Please click here for details.","https://www.holidayhk.com/media/offer/EN_Shop_1233_tnc.pdf"
