web-scraper-order,web-scraper-start-url,product,product-href,name,brandname,description,logo-src,offer-detail
"1594281767-1287","https://www.holidayhk.com/en-hk/staycation/","K11 ARTUSARTUS Staycation with HK$1,500 Dining Credits","https://www.holidayhk.com/en-hk/staycation/staycation0146/","K11 ARTUS","ARTUS Staycation with HK$1,500 Dining Credits","Stay, dine and get fit with our ARTUS Staycation package! Exclusively for Hong Kong residents, enjoy HK$1,500 dining credits to spend at The Commune, a 60-minute personal training session and free access to the outdoor infinity pool to burn off the calories, this is definitely a sizzling summer staycation to remember! Extend one more night of stay at 25% off published rate!","/media/offer/K11Artus_HK_Hotel_Offer_1_logo.png","• Hong Kong residents are eligible for this offer
• ARTUS Staycation package includes: 
- One night accommodation in ARTUS Studio (upgrade to other residence types at a supplement) 
- Daily breakfast for 2 persons
- HK$1,500 dining credits at The Commune to be used during the stay
- One KLUB 11 Gold Card membership
- Choice of a 60-minute Personal Training class for 2 persons OR complimentary overnight parking 
- Free access to The Gym and The Pool during operation hours 
- Residence art tour
- 1% of room revenue will be donated to K11 Craft & Guild Foundation to conserve and rejuvenate fast-disappearing Chinese craftsmanship
•  For enquiries, please contact reservations@artus.com.hk or +852 2107 7800"
"1594281985-1393","https://www.holidayhk.com/en-hk/staycation/","Le Meridien CyberportLIMITED OFFERSouth Escape Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0026/","Le Meridien Cyberport","South Escape Staycation","Limited time offer: The sparkling wine will be upgraded to a Chandon limited edition bottle for stays from now till 31 August 2020!

If you’re looking to treat yourself to a weekend away, our South Escape room package will be your perfect choice. Upon arrival, savour the good life with Le Méridien’s signature sweets, while a bottle of a bubbly will set the mood. Choose among our restaurant with a HK$200 dining credit, from alfresco dining options such as a nice dinner at our Prompt restaurant terrace or spectacular Japanese Cuisine at Umami Restaurant, to exquisite Cantonese dinner at Nam Fong. Each morning, a sumptuous buffet breakfast at Prompt restaurant will get you ready for a positive day. And if this just wasn’t enough, a chauffeur will either pick you up from home or bring you back after your stay, in a Tesla.","/media/offer/LeMeridien_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Staycation Package includes:
- One night accommodation in Smart Room
- Daily buffet breakfast (up to 2 adults)
- HK$200 dining credits to spend at hotel's dining outlets
•  Added Benefits include:
- Tesla HK Island Pick up (One way)
- Welcome amenity (2 sweets)
- Complimentary one bottle of sparkling wine (upgraded to a Chandon limited edition bottle for stays from now till 31 August 2020)
•  For enquiries, please contact reservations.lmc@lemeridien.com or +852 2980 7788"
"1594281817-1311","https://www.holidayhk.com/en-hk/staycation/","Hotel Madera Hong KongSweet & Savory Package","https://www.holidayhk.com/en-hk/staycation/staycation0152/","Hotel Madera Hong Kong","Sweet & Savory Package","• Complimentary daily light buffet breakfast for 2 persons at Café 1997
• Complimentary high tea set for 2 persons at Café 1997
• Complimentary 2 glasses of Champagne & snacks at Horizonte Lounge (7-9pm)","/media/offer/HotelMaderaHK_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:
   - One night accommodation in a Deluxe Double Room 
   - Complimentary daily light buffet breakfast for 2 persons at Café 1997
   - Complimentary high tea set for 2 persons at Café 1997
   - Complimentary 2 glasses of Champagne & snacks at Horizonte Lounge (7-9pm)
   - 20% discount at Madera Yoga for yoga class"
"1594281907-1355","https://www.holidayhk.com/en-hk/staycation/","Hyatt Regency Hong Kong, Tsim Sha TsuiSummer Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0135/","Hyatt Regency Hong Kong, Tsim Sha Tsui","Summer Staycation","Relax and unwind at Hyatt Regency Hong Kong, Tsim Sha Tsui. Relax in a spacious guestroom, dine in the award-winning restaurants and rediscover Hong Kong.","/media/offer/HyattRegencyTST_HK_Hotel_Offer_1_logo.png","•  Offer is valid from now to 30 September 2020
•  Offer includes: 
   - One night accommodation
   - Daily breakfast buffet for 2 registered guests at Cafe
   - HK$1,000 dining credit per night to be consumed in the award-winning Hugo’s, other dining outlets, room service and Hyatt Summer Academy – a 4-hour culinary workshop
   - Complimentary access to fitness centre and outdoor swimming pool
   - Early check-in at 10am
   - Late check-out at 4pm
•  For enquiries, please contact reservations.honhr@hyatt.com or call us at +852 3721 1333"
"1594281757-1282","https://www.holidayhk.com/en-hk/staycation/","iclub Fortress Hill Hotel Miss You Offer! Bonus Night On Us!","https://www.holidayhk.com/en-hk/staycation/staycation0124/","iclub Fortress Hill Hotel","Miss You Offer! Bonus Night On Us!","Enjoy 1 free bonus night and an array of privileges","/media/offer/IclubFortressHill_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- Two nights' accommodation at iSelect / iPlus room 
- Daily complimentary continental breakfast at iLounge
- Complimentary coffee & tea at iLounge, open 24/7
- Complimentary use of computers at iEngage, open 24/7
- Complimentary use of fitness equipment in Sweat Zone, open 24/7
- Complimentary Wi-Fi access
- Complimentary local telephone call
• Added Benefits include:
- Free late check-out till 2pm
- Birthday offer: complimentary one bottle of red wine and secret gift for in-house guest staying in his birthday month in 2020
• For enquiries, please contact with us at stay@fortresshill.iclub-hotels.com or +852 3963 6388"
"1594281674-1242","https://www.holidayhk.com/en-hk/staycation/","Hotel Madera Hollywood2 Nights Suite with Tesla Limo","https://www.holidayhk.com/en-hk/staycation/staycation0153/","Hotel Madera Hollywood","2 Nights Suite with Tesla Limo","Stay at Hotel Madera Hollywood for consecutive two nights in a Deluxe Suite and enjoy a free Tesla limousine service (single trip).","/media/offer/HotelMaderaHollywood_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
   - Two nights accommodation in a Deluxe Suite
   - Complimentary single trip limousine service by Tesla S to and from Hotel Madera Hollywood (for Hong Kong Island or Kowloon area)"
"1594281683-1246","https://www.holidayhk.com/en-hk/staycation/","Regal Airport HotelLantau Explorer Package HK$1,088Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/staycation/staycation0157/","Regal Airport Hotel","Lantau Explorer Package HK$1,088","Combine your stay at Regal Airport Hotel with a scenic ride on the NP360 cable car! 
Free shuttle is included between the hotel and Tung Chung.","/media/offer/LaDA_HK_Hotel_Offer_4_logo.png","• Offer is valid from 15 June to 31 August 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- A one-night accommodation in a Standard Room with breakfast for 2
- 2 Ngong Ping 360 cable car tickets
- Free shuttle buss between Regal Airport Hotel and Tung Chung
• A complimentary HK$100 Citygate Outlets cash voucher and a 20% off coupon at AsiaWorld-Expo's NUVA, specialising in Chinese fine dining (while stock lasts)
• For enquiries, please contact holidays@np360.com.hk or +852 3666 0666"
"1594281687-1248","https://www.holidayhk.com/en-hk/staycation/","Cosmo Hotel Hong Kong Around the World with Dorsett","https://www.holidayhk.com/en-hk/staycation/staycation0183/","Cosmo Hotel Hong Kong","Around the World with Dorsett","Have a taste of the Japanese culture at Cosmo Hotel before planning for your overseas holiday!

Book 2 nights (split stay allowed) at Cosmo Hotel’s cosy Superior Room and enjoy 1 night FREE at any 24 hotels in 18 cities globally, including Tokyo, Osaka, Singapore, Kuala Lumpur, London, Shanghai… for only HK$588 per night (inclusive service charge).","/media/offer/CosmoHotelHK_HK_Hotel_Offer_3_logo.png","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible to this offer
• Offer includes:
   One night accommodation in Superior Room at HK$588 (inclusive service charge) with the following benefits:
- American style buffet breakfast for 2
- One set of Japanese fried chicken and soba set dinner for two, with 2 cups of sparkling wine
- One Fukubukuro of your choice, including a range of handpicked drinks, snacks and over 6 types of Japanese cosmetic items (to the value of HK$50)
•  Enjoy 1-night FREE in overseas hotel if you book the 2nd night at an additional HK$588 for room only (inclusive service charge):
- A stay at Superior Room
- One-night complimentary stay voucher at any participating overseas hotels. The voucher is valid till December 2021
•  To enjoy a more relaxing stay, you may enjoy a Room Upgrade with the following options:
- Upgrade to Executive Room at HK$100nett per night
- Upgrade to Studio Quad Room at HK$400nett per night with free breakfast for 4
• Extra Benefits (Upon confirming your free one-night stay at any participating overseas hotels)*:
- Complimentary 3-day Wi-Fi Egg/ Sim Card for International use
- Cosmo Hotel‘s signature shoe bag as souvenir
- Plaza Premium Lounge 3-hour pass buy-1-get-1-free
•  For enquiries, please contact rsvn@cosmohotel.com.hk or +852 3552 8388"
"1594281917-1360","https://www.holidayhk.com/en-hk/staycation/","L'hotel Nina et Convention CentreHong Kong Resident Staycation Package","https://www.holidayhk.com/en-hk/staycation/staycation0170/","L'hotel Nina et Convention Centre","Hong Kong Resident Staycation Package","50% to enjoy room & dining experience","/media/offer/Lhotelnina_HK_Hotel_Offer_1_logo.png","•  Offer is valid until 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:
- One night accommodation in Tower 1 Harbour View Room
- Complimentary daily lunch at Cafe Circles for 2 persons on check out date
- Special buy 1 get 1 free for dinner at Cafe Circles
- Complimentary late check out till 3pm
•  For enquiries, please contact rsvns.nina@lhotelgroup.com or +852 2280 2813"
"1594281672-1241","https://www.holidayhk.com/en-hk/staycation/","Ovolo SouthsideNew Sensation","https://www.holidayhk.com/en-hk/staycation/staycation0118/","Ovolo Southside","New Sensation","For a limited time, when you stay 1 night at Ovolo Hotels in Hong Kong, hotel will give you 2nd night for the equivalent of your 1st – in ¢ENTS! 
 
Ovolo’s New Sen¢ation means that if you pay $1,000 for your 1st night, you’ll get your 2nd for just 1000¢. If you pay $2,000 for your 1st night, you’ll get your 2nd for just 2000¢. That’s HK$20! 

The 2nd night is flexible and guest can decide to stay at a different date within 2 months of check in day.

THAT – and all the Ovolo Freedom – makes total sen¢e!","/media/offer/OvolaSouthside_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 16 July 2020 
• Hong Kong residents are eligible for this offer 
• Offer includes:
- One night accommodation 
- Free breakfast
- Free hotel Wi-Fi
- Free minibar
- Free Social Hour
- Free gym access
• For enquiry, please contact hotel reservations at +852 2615 1000 or reservations@ovologroup.com"
"1594281734-1271","https://www.holidayhk.com/en-hk/staycation/","Novotel Century Hong KongCheesy Seafood Summer Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0188/","Novotel Century Hong Kong","Cheesy Seafood Summer Staycation","Embark on a perfect staycation with us at HK$780 (including service charge) for a tempting in-room shake-shake seafood bag, baked oyster and wine. 

Shake-shake seafood bag is cooked in New Orleans-style with Boston Lobster, Abalone, Crab Leg, Blue Mussel, Sea Whelk, Tiger Prawn and more in a bag hand-shaking with Tomato Crayfish Sauce sauces. Spark your day and live it well with an excited getaway with us.","/media/offer/NovotelCentury_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 3 July to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:
   -  Room upgrade to Superior Room for 2 persons
   - In-room Cheesy Seafood Bag for 2 persons
   - Baked Sea Scallop Kilpatrick (2 pieces)
   - Salad, Sweet Corn on the cob and Bread as side dishes
   - One bottle of house Red / White wine served in room per stay
   - Complimentary Buffet Breakfast at Le Café for 2 persons
(only applicable for checking-in on Sunday to Thursday)
   - Complimentary use of mini bar
   - Complimentary late check-out until 2pm (subject to availability)
   - Birthday or celebration delight
(reserve 3 days in advance and subject to final confirmation by hotel)
   - Complimentary use of outdoor swimming pool and gymnasium
   - Complimentary Wi-Fi
  - Additional HK$650/room for room upgrade to Junior Suite (46 sqm)
  -Additional HK$300 for up to upgrade Le Café Seafood Buffet Dinner for 2 persons (reserve 3 days in advance)
•  For enquiries, please contact H3562-RE1@accor.com or +852 2507 6634"
"1594281782-1294","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Disneyland Hotel Hong Kong Resident: Hotel Room Limited Time Offer
(40% off on Kingdom Club Rooms and Suites)","https://www.holidayhk.com/en-hk/staycation/staycation0140/","Hong Kong Disneyland Hotel","Hong Kong Resident: Hotel Room Limited Time Offer
(40% off on Kingdom Club Rooms and Suites)","Enjoy 40% off (starting from HK$2,220*) when you book a stay in the Kingdom Club Room, Kingdom Club Suites or Kingdom Club Themed Suites at Hong Kong Disneyland Hotel.","/media/offer/DisneyHotel_HK_Hotel_Offer_2_logo.png.png","• Offer is valid for booking from now until 30 June 2020 for check-in date until 17 July 2020
• Hong Kong residents are eligible to this offer
• Offer includes:
- One night accommodation in the Kingdom Club Room, Kingdom Club Suites or Kingdom Club Themed Suites at Hong Kong Disneyland Hotel
- HK$100 discount for Celebration Themed Room Decoration Package
• A 10% service charge based on the sum of discounted room rate will be applied
•  For enquiries, please call +852 1-830-830 or email https://www.hongkongdisneyland.com/help/email/
•  Images are for marketing purposes only. All Guests must wear face masks and maintain appropriate social distance during their visit"
"1594281679-1244","https://www.holidayhk.com/en-hk/staycation/","iclub Mong Kok HotelStay one night gets one night free","https://www.holidayhk.com/en-hk/staycation/staycation0121/","iclub Mong Kok Hotel","Stay one night gets one night free","Enjoy one night Free accommodation","/media/offer/IclubMongkok_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible for this offer
• Offer includes: daily complimentary continental breakfast at iLounge per room occupancy
- Two nights accommodation in iSelect / iPlus
- Complimentary coffee/tea service at iLounge per room occupancy
- Complimentary use of Sweat Zone
- Complimentary use of iEngage
- Complimentary Wi-Fi access
- Complimentary use of portable Wi-Fi service, subject to availability and is served on a first-come-first-serve basis. Advance reservation is advised and kindly contact our Front Office for more information
• For enquiries, please contact stay@mongkok.iclub-hotels.com or +852 3963 6388"
"1594281738-1273","https://www.holidayhk.com/en-hk/staycation/","Lanson Place HotelLuxury Retreats Package","https://www.holidayhk.com/en-hk/staycation/staycation0025/","Lanson Place Hotel","Luxury Retreats Package","Rest and rejuvenate on your next staycation in the heart of Hong Kong. Treat yourself and beloved one a little more and be spoiled with a true luxury stay experience with Luxury Retreats Package, starting from HK$1,200.","/media/offer/LansonPlace_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:
- One night accommodation
- Daily American breakfast at 133 Lounge
- Welcome amenities include cheese platter, cold cuts & a bottle of sparkling wine
- 24-hour flexible check-in & check-out time (decide your preferred check-in time and enjoy a full 24-hour stay)
- Guaranteed room upgrade to next category
- Free use of 24-hour gym
- For all new reservations made on and prior to 30 June 2020, you can reschedule your reservation as many times as you like within one year, with a fee waiver
- Room decoration at an additional charge of HK$400, subject to 10% service charge
•  For enquiries, please contact enquiry.lphk@lansonplace.com or +852 3488 6888"
"1594281905-1354","https://www.holidayhk.com/en-hk/staycation/","City Garden HotelCity Escape Package from HK$750","https://www.holidayhk.com/en-hk/staycation/staycation0003/","City Garden Hotel","City Escape Package from HK$750","Enjoy a daily complimentary in-room all-day breakfast and late check-out until 2pm","/media/offer/CityGarden_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Only Hong Kong residents are eligible for this offer
• Staycation Package includes:
- One night accommodation in a Grandluxe Room
- Complimentary daily in-room all-day breakfast for two persons
- Late check-out until 2pm
- Free Wi-Fi
• For enquiries, please contact Reservations Department at reservations@citygarden.com.hk or +852 2806 4090"
"1594281664-1237","https://www.holidayhk.com/en-hk/staycation/","Grand Hyatt Hong KongEscape 24 Staycation Package","https://www.holidayhk.com/en-hk/staycation/staycation0145/","Grand Hyatt Hong Kong","Escape 24 Staycation Package","Enjoy a gourmet staycation or a weekend getaway with Grand Hyatt Hong Kong's ""Escape 24"" accommodation offer, designed for you to enjoy a gastronomic journey and a head-to-toe relaxation in an urban oasis. With prices starting from HK$2,380+10% per night in a Harbour view room, the 24-hour stay includes daily breakfast, complimentary parking, HK$1,000 spending credits or select a dining or spa experience of your choice.","/media/offer/GrandHyatt_HK_Hotel_Offer_1_logo.png","• Offer valid until 30 September 2020
• Offer includes:
- 24-hour stay from check-in time
- Complimentary upgrade to a Harbour View Room 
- Daily breakfast for two at Grand Café 
- Complimentary access to fitness centre and outdoor swimming pool
- Complimentary parking for one vehicle per stay
- One choice from the following benefits:
     • HK$1,000 spending credit per night to be used on dining (including Room Service) or spa
     • A set menu at One Harbour Road for two persons (valued at HK$688 + 10% per person)
     • Dinner buffet at Grand Café for two persons (valued at HK$728 + 10% per person)
     • A set menu at Grissini for two persons (valued at HK$560 + 10% per person)
     • 40-minute body massage for two persons at Plateau Spa (Monday to Thursday only) (valued at $1,440 + 10%)
*Above benefits are subject to availability
•  For enquiries, please contact reservations.hkggh@hyatt.com or +852 2584 7038"
"1594281866-1335","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Gold Coast HotelChill Out Package","https://www.holidayhk.com/en-hk/staycation/staycation0019/","Hong Kong Gold Coast Hotel","Chill Out Package","Looking for an escape from the hustle and bustle of the city? Hong Kong Gold Coast Hotel's hot and pop “Chill Out Package” is your ideal choice. From a cozy accommodation, sumptuous breakfast, to complimentary beverages and special dining offers, it has got everything you need for a perfect staycation.","/media/offer/HKGoldCoastHotel_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Staycation Package includes:
- One-night accommodation in a Deluxe Seaview Room
- Breakfast for two adults
- Complimentary in-room minibar (per stay)
- Complimentary bottle of house red wine (per stay)
- Complimentary Wi-Fi
- Complimentary shuttle bus service between the hotel and Tsim Sha Tsui (subject to availability)
- Extra bed - HK$385 net per bed per night
•  For enquiries, please contact the Reservation Department at +852-2452 8833 or reservations@goldcoasthotel.com.hk"
"1594281812-1309","https://www.holidayhk.com/en-hk/staycation/","Holiday Inn Express Hong Kong Kowloon CBD2
'Stay & Dine' Package","https://www.holidayhk.com/en-hk/staycation/staycation0020/","Holiday Inn Express Hong Kong Kowloon CBD2","'Stay & Dine' Package","HK$588up + 10% Stay and Dine package with HK$500 Dining Credits and Free Breakfasts","/media/offer/HolidayInnExpressHKKLN_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:  
- One night accommodation in standard room
- HK$500 Dinner Voucher at Walter Bistro
- Free Breakfast (max. for 2 persons)
- Wi-Fi  internet access
•  For enquiries, please contact rsvn.cbd2@ihg.com at +852 3890 2832"
"1594281825-1315","https://www.holidayhk.com/en-hk/staycation/","Regal Oriental Hotel'Stay 3, Pay 2' Package","https://www.holidayhk.com/en-hk/staycation/staycation0080/","Regal Oriental Hotel","'Stay 3, Pay 2' Package","null","/media/offer/RegalOriental_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 June 2020
•  Hong Kong residents are eligible for this offer
•  For enquiries, please email booking@regalhotel.com"
"1594281753-1280","https://www.holidayhk.com/en-hk/staycation/","Rosewood Hong KongSTAY & SHOPVictoria Dockside Essential Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0082/","Rosewood Hong Kong","Victoria Dockside Essential Staycation","Inclusive of Dinner for two persons and Daily Breakfast for two persons","/media/offer/RosewoodHK_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 December 2020
• Offer includes:
- One night accommodation
- Daily breakfast for two persons in Holt’s Café 
- Dinner for two persons at Butterfly Room or Tea Conservatory 
- 25% off all Asaya treatments valued over HK$1,000
- Rosewood Staycation amenities
- One complimentary KLUB 11 Gold Card Membership, HK$500 K11 Musea Gift Voucher and complimentary visit to the K11 MUSEA Nature Discovery Park
• For enquiries, please contact hongkong.reservations@rosewoodhotels.com or +852 3891 8350"
"1594281821-1313","https://www.holidayhk.com/en-hk/staycation/","Courtyard by Marriott Hong Kong Sha TinTea-rrific Retreat","https://www.holidayhk.com/en-hk/staycation/staycation0005/","Courtyard by Marriott Hong Kong Sha Tin","Tea-rrific Retreat","Take in the sunset views of the Shing Mun River in your room, as you tuck in an afternoon tea set for two persons and a bottle of sparkling wine - with the hotel's compliments - for a Tea-rrific Retreat!","/media/offer/CourtyardShatin_HK_Hotel_Offer_1_logo.png","• Offer is valid for stays from Sundays to Thursdays from 15 June to 31 August 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- One night accommodation in a Premier Room or Studio Suite
- Welcome amenities
- A set of afternoon tea for two persons and a bottle of sparkling wine served in the room (available from 2:30pm to 5pm)
- Late check-out till 3pm
- Breakfast for 2 persons at MoMo Café for a supplement of HK$120
- 30% off lunch and dinner buffet at MoMo Café 
• For reservations, please enter promotional code YX1 on Marriott.com/HKGST
• For enquiries, please contact cy.hkgst.sm@courtyard.com or +852 3940 8812"
"1594281919-1361","https://www.holidayhk.com/en-hk/staycation/","The Ritz-Carlton, Hong KongWELLNESSWellness Room","https://www.holidayhk.com/en-hk/staycation/staycation0055/","The Ritz-Carlton, Hong Kong","Wellness Room","Dreaming of a staycation where you can stay fit and relax at the same time? Book the Wellness Room of 700 sq ft, and work out (or chill out!) while overlooking spectacular views of the harbour.  Package includes a 3-course healthy menu for two at The Lounge & Bar, HK$500 spa or dining credit, and 1-hour private personal training session. Choice of spinning bike or rowing machine, plus yoga mat and dumb-bells or kettles.","/media/offer/TheRtizCarlton_HK_Hotel_Offer_2_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:
- One night accommodation in Grand Seaview Room
- One hour personal trainer session
- A 3-course healthy menu for two at The Lounge & Bar
- HK$500 spa or dining credit
- Choice of spinning bike or rowing machine, plus yoga mat and dumb-bells or kettles.
•  For enquiries, please contact rc.hkgkw.reservations@ritzcarlton.com at +852 2263 2100"
"1594281695-1252","https://www.holidayhk.com/en-hk/staycation/","Holiday Inn Express Hong Kong Causeway BayBuy 1 Get 1 Free","https://www.holidayhk.com/en-hk/staycation/staycation0114/","Holiday Inn Express Hong Kong Causeway Bay","Buy 1 Get 1 Free","HK$700 per room per night & enjoy a night stay for free","/media/offer/HolidayInnExpressCWB_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 31 August 2020
• Hong Kong residents are eligible for this offer 
• Offer includes:
- Pay one night get one night free (Total: Two nights stay at Standard Room)
- Complimentary daily breakfast
- Free WiFi 
- Earn IHG IHG Rewards Club Points
• For enquiries, please contact Hotel Reservations Department rsvn@expresscw.com or +852 3558 6688"
"1594281670-1240","https://www.holidayhk.com/en-hk/staycation/","Conrad Hong KongWeekend Getaway with “Bliss & Brunch”","https://www.holidayhk.com/en-hk/staycation/staycation0166/","Conrad Hong Kong","Weekend Getaway with “Bliss & Brunch”","• Free-flow Champagne Saturday or Sunday Brunch for two, valued at HK$1,796 + 10%
• Complimentary breakfast, afternoon tea and evening cocktails for two at Executive Lounge/ Garden Café","/media/offer/Conrad_HK_Hotel_Offer_1_logo.png","• From 3 July to 30 August, the staycation experience is priced at HK$2,400+10% for Friday arrival and HK$2,800 + 10% for Saturday and Sunday arrivals (for two adults)
• “Bliss & Brunch” package includes:
- One-night stay in Deluxe Room (valid for check-in on Fridays, Saturdays and Sundays)
- Guaranteed early check-in at 11am and later check-out at 4pm
- Free-flow Champagne on Saturday or Sunday Brunch for two (valued at HK$1,796 + 10%)
- Complimentary breakfast, afternoon tea and evening cocktails for two at the Executive Lounge or Garden Café
- Complimentary room upgrade to the next room category based on availability
• For enquiries, please contact HKGHC_RES@ConradHotels.com or +852 2521 3838"
"1594281882-1343","https://www.holidayhk.com/en-hk/staycation/","Tai O Heritage HotelSummer Suite Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0127/","Tai O Heritage Hotel","Summer Suite Staycation","Experience travelling within Hong Kong this summer, with a perfect countryside escape to the rustic seaside village of Tai O.
Enjoy a relaxing staycation amongst mangroves, wooden stilt houses and waterways in this unique fishing village at the most western tip of Lantau Island. Tai O Heritage Hotel welcomes you to spacious, well-appointed suites and breezy outdoor patios celebrating century-old architecture, and delicious local dishes at the glass house Tai O Lookout.","/media/offer/TaiOHeritage_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 31 August 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- One-night accommodation in a suite
- Breakfast and set dinner for two adults at Tai O Lookout
- Complimentary hotel souvenir per booking^ 
- Complimentary in-room minibar
• For enquiries, please contact info@taioheritagehotel.com or +852 2985 8008"
"1594281709-1259","https://www.holidayhk.com/en-hk/staycation/","Hyatt Regency Hong Kong, Sha TinWELLNESSSuite Staycation","https://www.holidayhk.com/en-hk/staycation/staycation0110/","Hyatt Regency Hong Kong, Sha Tin","Suite Staycation","Enjoy a relaxing family getaway at this urban resort hotel and explore the exciting Sha Tin district – relax in a spacious suite, dine in the award-winning restaurants and discover Hong Kong in a new way.","/media/offer/HyattRegencyShaTin_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020

•  Package includes: 
- Accommodation in One Bedroom Executive or Two Bedroom Executive
- HK$1,100 dining credit per stay to be consumed in the award-winning Sha Tin 18, other dining outlets and room service
- Complimentary overnight parking (24 hours) for 1 vehicle per room 
- Complimentary Family Camp and picnic pack
• Complimentary use of bicycles for 2 hours for registered guests
• Late checkout till 4pm
• For enquiries, please contact the reservations department at  reservations.shatin@hyatt.com or +852 3723 7888"
"1594281773-1290","https://www.holidayhk.com/en-hk/staycation/","InterContinental Grand Stanford Hong Kong Romantic Escape","https://www.holidayhk.com/en-hk/staycation/staycation0023/","InterContinental Grand Stanford Hong Kong","Romantic Escape","Slip away for a romantic getaway at InterContinental Grand Stanford Hong Kong overlooking the stunning Victoria Harbour. Whether it’s a surprise celebration of your love for each other or a romantic proposal to your fiancé, the 'Romantic Escape' package can help add a touch of romance to your stay. Stay in a premier harbour view room or above room category to enjoy a host of privileges.","/media/offer/InterGrandStanford_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020.
•  Hong Kong residents are eligible for this offer. 
•  Offer includes:
- One-night stay in a Premier Harbour View Room / Junior Suite
- Romantic room decoration with balloons and tailored wordings (max.18 alphabetical characters or numbers)
- A bottle of Moët & Chandon, a heart-shaped chocolate cake and chocolate dipped strawberries
- Romantic in-room 3-course dinner for two persons
- Club InterContinental access with deluxe buffet breakfast, afternoon tea and evening cocktails with canapés for two persons (applicable to suite guests only)
- Complimentary car parking service
- Late check-out till 2pm"
"1594281691-1250","https://www.holidayhk.com/en-hk/staycation/","Stanford Hillview HotelStay longer. Experience more. Stay two nights get one night free","https://www.holidayhk.com/en-hk/staycation/staycation0100/","Stanford Hillview Hotel","Stay longer. Experience more. Stay two nights get one night free","Experiences become priceless memories that you can carry with you for a lifetime. So why not stay a little longer and experience more?","/media/offer/StanfordHillviewHotel_HK_Hotel_Offer_1_logo.png","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes: 
- Pay 2 nights and get the 3rd night free 
- Free 24 hours Wi-Fi high speed internet access (Self bring-in device)
•  For enquiry or reservation, please contact sales3@stanfordhotel.com or +852 2313 7032"
"1594281713-1261","https://www.holidayhk.com/en-hk/staycation/","The Royal GardenWELLNESSWellness Retreat in Summer","https://www.holidayhk.com/en-hk/staycation/staycation0113/","The Royal Garden","Wellness Retreat in Summer","60 mins Aroma Spa Massage for 2 persons at Sky Club by Angsana","/media/offer/RoyalGarden_HK_Hotel_Offer_1_logo.png","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- One night accommodation in Sky Tower Room
- 60 mins Aroma Spa Massage for 2 persons at Sky Club by Angsana
- Complimentary in-room amenities: “Signature butterfly cookies” & welcome fruits
- Complimentary pay-movie service
- Complimentary use of Sky Pool & Gym
- 25% discount off in all F&B outlets and Spa treatment
- Complimentary late check-out until 16:00 (subject to availability)
• For enquiries, please contact rsvoff@rghk.com.hk or +852 2733 2828"
