web-scraper-order,web-scraper-start-url,menu,menu-href,product,product-href,name,brandname,description,logo-src,offer-detail
"1594278844-228","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ho Ho Go Experience Limited40% OFFKaifong Special: Cultural Playground (aka Bloggers Playground)","https://www.holidayhk.com/en-hk/tours/tours012/","","Kaifong Special: Cultural Playground (aka Bloggers Playground)","","",""
"1594278850-232","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Bo InnovationPromotion price of HK$1500 (plus 10% service charge) for designated set menuQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1140/","Bo Innovation","","","",""
"1594278821-173","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Watertours of Hong Kong LimitedBUY 1 GET 1 FREEHarbour Cruise Tour (Daytime)","https://www.holidayhk.com/en-hk/tours/tours009/","","Harbour Cruise Tour (Daytime)","","",""
"1594278911-342","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Lan Kwai Fong Hotel @ Kau U FongWELLNESSFitness Retreat - With Personal Training","https://www.holidayhk.com/en-hk/staycation/staycation0031/","","","","","• One of the following 60 minutes personal training session for two persons 
- High Intensity Interval Training (HIIT) or
- Stretching
• Complimentary set breakfast for two persons 
• Premium BreeZe Lounge Benefits:  
- All day tea and coffee during 7am-11pm
- Complimentary one glass of house wine per person per stay 
• Late check-out till 3pm
• Complimentary unlimited High-Speed WiFi within hotel
• Exclusive Keycard privilege in neighbourhood shops and restaurants"
"1594278917-354","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Disneyland ResortLantau Explorer Package HK$2,088","https://www.holidayhk.com/en-hk/staycation/staycation0154/","","Lantau Explorer Package HK$2,088","","",""
"1594278876-274","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","CATALO Natural Health FoodsSUPER OFFERPromotion price of HK$128 for Catalo Children's Liquid Calcium setQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1015/","","","","/media/offer/EN_Shop_1015_logo.jpg",""
"1594278876-271","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","CATALO Natural Health FoodsSUPER OFFERPromotion price of HK$128 for Catalo Children's Liquid Calcium setQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1015/","CATALO Natural Health Foods","","","",""
"1594278832-197","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Grand Holiday (International) LimitedLau Shui Heung Reservoir, Farm Visiting & Noodles Culture Centre 1-Day Tour","https://www.holidayhk.com/en-hk/tours/tours006/","Grand Holiday (International) Limited","","","",""
"1594278913-343","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","The Langham Hong KongLIMITED OFFERLangham Staycation Room Package","https://www.holidayhk.com/en-hk/staycation/staycation0187/","The Langham Hong Kong","","","",""
"1594278896-309","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","sky100 Hong Kong Observation DeckCafé 100 Twilight Dinner Package at HK$399 (19% Discount)","https://www.holidayhk.com/en-hk/attractions/attraction0004/","sky100 Hong Kong Observation Deck","","","",""
"1594278869-262","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","Kee Wah BakeryPromotion price of HK$70 for Pineapple Shortcake Gift Box (9pcs)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1012/","","","","/media/offer/EN_Shop_1012_logo.png",""
"1594278863-251","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Ser Wong FunBUY 1 GET 1 FREEBuy one, get one free Signature Dishes & Stew Set (for 2 persons)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0051/","Ser Wong Fun","","","",""
"1594278824-177","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","KKDayPearl DIY Accessory Workshop (Family Package)","https://www.holidayhk.com/en-hk/tours/tours015/","KKDay","","","",""
"1594278863-252","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Ser Wong FunBUY 1 GET 1 FREEBuy one, get one free Signature Dishes & Stew Set (for 2 persons)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0051/","","Buy one, get one free Signature Dishes & Stew Set (for 2 persons)","","",""
"1594278878-275","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","FortressPromotion Price of HK$3499 (42% off) for APPLE Watch Series 4 GPS + Cellular Stainless Steel Case 44mm (Recommended Retail Price $6099)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1224/","Fortress","","","",""
"1594278905-325","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Warwick HotelSeaside Escape Staycation Package","https://www.holidayhk.com/en-hk/staycation/staycation0182/","","","• Romantic stay at our Ocean View Deluxe Bedroom / Ocean View Double (one night)
• Breakfast for Two (additional HK$80 for Balcony Breakfast)
• Seafood Dinner For Two (Steam Seafood Hotpot set OR Seafood Dinner set )","",""
"1594278815-160","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ho Ho Go Experience Limited40% OFFKaifong Special: The Hidden Treasures of Central and Sheung Wan (aka Let's Go Shopping)","https://www.holidayhk.com/en-hk/tours/tours018/","","","","/media/offer/Hohogo_EN_Tour_Offer_2_logo.png",""
"1594278892-302","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Ngong Ping 36050% OFF50% Disount on Weekday Round Trip Cable Car Ticket","https://www.holidayhk.com/en-hk/attractions/attraction0016/","","","Applicable to Roundtrip Standard Cable Car Ticket, Roundtrip Crystal Cable Car Ticket and One-way Standard plus One-way Crystal Cable Car Ticket","",""
"1594278896-312","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","sky100 Hong Kong Observation DeckCafé 100 Twilight Dinner Package at HK$399 (19% Discount)","https://www.holidayhk.com/en-hk/attractions/attraction0004/","","","","/media/offer/sky100_ENHK_Attraction_Offer_1_logo.png",""
"1594278834-204","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Walk Hong KongWildlife Nightwalk - Tai Po Kau","https://www.holidayhk.com/en-hk/tours/tours005/","","","• Nightwalk along  Tai Po Kau Nature Reserve 
• Discover Hong Kong's forest wildlife at night with expert","",""
"1594278842-223","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Hong Kong Food Tours Limited25% OFFSham Shui Po Foodie Tour","https://www.holidayhk.com/en-hk/tours/tours008/","","Sham Shui Po Foodie Tour","","",""
"1594278824-179","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","KKDayPearl DIY Accessory Workshop (Family Package)","https://www.holidayhk.com/en-hk/tours/tours015/","","","By visiting the pearl farm in Sai Kung, participants will learn about the history and culture related to Hong Kong pearls. You will also learn the basics of pearl cultivation and sustainable development, and create your own pearl accessory out of the pearl harvested at the site and enjoy free-fishing","",""
"1594278815-157","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ho Ho Go Experience Limited40% OFFKaifong Special: The Hidden Treasures of Central and Sheung Wan (aka Let's Go Shopping)","https://www.holidayhk.com/en-hk/tours/tours018/","Ho Ho Go Experience Limited","","","",""
"1594278890-296","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Hong Kong DisneylandBUY 2 GET 1 FREEBuy Two, Get One Free on 1-Day Ticket","https://www.holidayhk.com/en-hk/attractions/attraction0001/","","Buy Two, Get One Free on 1-Day Ticket","","",""
"1594278894-305","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Dukling50% OFF50% Discount on Dukling Sailing Night Tour","https://www.holidayhk.com/en-hk/attractions/attraction0018/","Dukling","","","",""
"1594278834-202","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Walk Hong KongWildlife Nightwalk - Tai Po Kau","https://www.holidayhk.com/en-hk/tours/tours005/","Walk Hong Kong","","","",""
"1594278858-245","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Jardin de JadeAround 34% discount on Hello Hong Kong Holiday@Home Menu (for 4 persons)Quality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0049/","","","Special price : HK$1,088 (original price : HK$1,640)","",""
"1594278878-278","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","FortressPromotion Price of HK$3499 (42% off) for APPLE Watch Series 4 GPS + Cellular Stainless Steel Case 44mm (Recommended Retail Price $6099)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1224/","","","","/media/offer/Shop_1224_logo.png",""
"1594278854-240","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Dining Discount Bonanza","https://www.holidayhk.com/en-hk/food-and-drink/diningdiscount/","","Dining Discount Bonanza","","",""
"1594278850-233","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Bo InnovationPromotion price of HK$1500 (plus 10% service charge) for designated set menuQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food1140/","","Promotion price of HK$1500 (plus 10% service charge) for designated set menu","","",""
"1594278878-276","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","FortressPromotion Price of HK$3499 (42% off) for APPLE Watch Series 4 GPS + Cellular Stainless Steel Case 44mm (Recommended Retail Price $6099)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1224/","","Promotion Price of HK$3499 (42% off) for APPLE Watch Series 4 GPS + Cellular Stainless Steel Case 44mm (Recommended Retail Price $6099)","","",""
"1594278832-199","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Grand Holiday (International) LimitedLau Shui Heung Reservoir, Farm Visiting & Noodles Culture Centre 1-Day Tour","https://www.holidayhk.com/en-hk/tours/tours006/","","","• The Lau Shui Heung Reservoir is located in  Pat Sin Leng Country Park . It is an irrigation pond. You can enjoy the beauty of the thousand-layered forest. On windless days it is like a mirror and the reflection in the water is clear and beautiful
• Visit and shop at Noodles Culture Centre
• Enjoy the traditional nine dishes meal at famous restaurant in Yuen Long
• Visit Long Ping Vegetables and Fruit Garden, picking seasonal vegetables at own expense","",""
"1594278919-359","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hotel ICONAbove & Beyond Club Getaway","https://www.holidayhk.com/en-hk/staycation/staycation0106/","","Above & Beyond Club Getaway","","",""
"1594278909-335","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","The Upper House#WellnessOnTheRoad","https://www.holidayhk.com/en-hk/staycation/staycation0091/","","","Treat yourself to a wellness inspired staycation and indulge in the tranquil setting of our House.  A full 24-hour stay complete with in-room treatments and wellness classes, it's the perfect respite right in the heart of the city.","",""
"1594278821-174","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Watertours of Hong Kong LimitedBUY 1 GET 1 FREEHarbour Cruise Tour (Daytime)","https://www.holidayhk.com/en-hk/tours/tours009/","","","Leisure Victoria Harbour Cruise
• It sails out to the Eastern Harbour, along Central, Wanchai, Causeway Bay and North Point. Further sailing to the newly built Kai Tak Cruise Terminal, opened at the site of the former Kai Tak International Airport. Last but not least, Kowloon City, Hunghom and Tsimshatsui East are also the highlights you can't afford to miss.","",""
"1594278854-242","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Dining Discount Bonanza","https://www.holidayhk.com/en-hk/food-and-drink/diningdiscount/","","","","","Savour amazing flavours during the ‘Dining Discount Bonanza’ this summer with a 30 per cent discount in July and 20 per cent off in August on delectable dishes at restaurants throughout Hong Kong. Search by cuisine and district to find amazing offers on the ‘Dining Discount Bonanza’ website.

Please visit the  official website  for more details."
"1594278842-222","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Hong Kong Food Tours Limited25% OFFSham Shui Po Foodie Tour","https://www.holidayhk.com/en-hk/tours/tours008/","Hong Kong Food Tours Limited","","","",""
"1594278824-180","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","KKDayPearl DIY Accessory Workshop (Family Package)","https://www.holidayhk.com/en-hk/tours/tours015/","","","","/media/offer/Kkday_EN_Tour_Offer_1_logo.png",""
"1594278838-214","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Watertours of Hong Kong LimitedBUY 1 GET 1 FREEHarbour Cruise Tour (Nighttime)","https://www.holidayhk.com/en-hk/tours/tours010/","","","Pre-dinner Sunset Cruise
• Watch the world's greatest view turns into the world's greatest light show

Harbour Night Cruise
• Relax and enjoy the world famous glittering harbour views by night

Symphony of Lights Cruise
• The cruise climatises as the Symphony of Lights show brightens up the skyline","",""
"1594278869-259","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","Kee Wah BakeryPromotion price of HK$70 for Pineapple Shortcake Gift Box (9pcs)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1012/","Kee Wah Bakery","","","",""
"1594278898-316","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","KKDayOver 30% Discount on The Peak - Explorer Pass","https://www.holidayhk.com/en-hk/attractions/attraction0014/","","","Includes one Peak Tram Sky Pass, one Monopoly Dreams™️ Admission Ticket, one Madame Tussauds Hong Kong Ticket and 10% discount from Tiny (applicable for The Peak shop only)","",""
"1594278834-206","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Walk Hong KongWildlife Nightwalk - Tai Po Kau","https://www.holidayhk.com/en-hk/tours/tours005/","","","","","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible to this offer
• Tour discounted prices are HK$400 for adult and HK$200 for child under 12 years
• Tour is available in English and Cantonese
• This tour is suitable for participants aged 6 or above
• Minimum number of paying adults to run the tour: 2 persons
• Other benefits:
    - Upgrade to Private Tour: Group Price at HK$2,000  for up to 8 participants 
    - Repeating guests may enjoy a free tour if they bring a friend within 8 days after first tour date
• For enquiries, please email walks@walkhongkong.com"
"1594278826-185","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Walk Hong KongWildlife Nightwalk - Lung Fu Shan","https://www.holidayhk.com/en-hk/tours/tours004/","","","","/media/offer/WalkHongKong_EN_Tour_Offer_1_logo.png",""
"1594278876-272","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","CATALO Natural Health FoodsSUPER OFFERPromotion price of HK$128 for Catalo Children's Liquid Calcium setQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1015/","","Promotion price of HK$128 for Catalo Children's Liquid Calcium set","","",""
"1594278828-190","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Jebsen Holidays LimitedYuen Long Pineapple Farm Tour - Hong Kong Residents Privilege","https://www.holidayhk.com/en-hk/tours/tours003/","","","","/media/offer/JebsenHolidays_EN_Tour_Offer_1_logo.png",""
"1594278915-352","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","The Kowloon HotelDouble Value Package - pay one price to get room & same value of F&B credit up to HK$1,800","https://www.holidayhk.com/en-hk/staycation/staycation0047/","","","","","•  Offer is valid from 15 June to 30 September 2020
•  Hong Kong residents are eligible for this offer
•  Offer includes:
- One night accommodation in Superior Room / Side Harbour View Room / Executive Side Harbour View Suite and receive F&B cash credit at same value of room rate
- Free Wi-Fi and Broadband internet access (two devices per room)
- Complimentary distilled water with daily replenishment
- Free local telephone calls
- In-room coffee and tea making facilities
•  For enquiries, please contact rsvn.klnh@harbour-plaza.com or +852 2734 3777"
"1594278917-357","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Disneyland ResortLantau Explorer Package HK$2,088","https://www.holidayhk.com/en-hk/staycation/staycation0154/","","","","","• Offer is valid from 15 June to 31 August 2020
• Hong Kong residents are eligible for this offer
• Offer includes:
- A one-night accommodation in a Standard Room at Hong Kong Disneyland Hotel from HK$2,088
- 2 adult admission tickets to Noah's Ark, or 2 Ngong Ping 360 cable car tickets
- A one-way limousine transfer between Hong Kong Disneyland Hotel and Tung Chung or Ma Wan
• A complimentary HK$100 Citygate Outlets cash voucher and a 20% off coupon at AsiaWorld-Expo's NUVA, specialising in Chinese fine dining (while stock lasts)
• The tour and travel services in the advertisement are offered by 360 Holidays
• For enquiries, please contact holidays@np360.com.hk or +852 3666 0666"
"1594278836-208","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Walk in Hong Kong LtdIsland Architecture Walk","https://www.holidayhk.com/en-hk/tours/tours011/","","Island Architecture Walk","","",""
"1594278890-295","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Hong Kong DisneylandBUY 2 GET 1 FREEBuy Two, Get One Free on 1-Day Ticket","https://www.holidayhk.com/en-hk/attractions/attraction0001/","Hong Kong Disneyland","","","",""
"1594278905-324","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Warwick HotelSeaside Escape Staycation Package","https://www.holidayhk.com/en-hk/staycation/staycation0182/","","Seaside Escape Staycation Package","","",""
"1594278886-288","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Ocean Park Hong KongAdult ticket at HK$350. Kid & elderly go Free.","https://www.holidayhk.com/en-hk/attractions/attraction0021/","","","Ocean Park Local Residents Special Promotion
Get adult ticket at HK$350 with in-park Cash Voucher of HK$350. Kid & elderly go free","",""
"1594278872-264","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","Sa Sa Cosmetic Company LimitedSUPER OFFERPromotion price of HK$54 for Sasatinnie Black Pearl Caviar Nourishing Black Mask/Swallow’s Nest Camellia Rejuvenating Black Mask 1pcsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1017/","","Promotion price of HK$54 for Sasatinnie Black Pearl Caviar Nourishing Black Mask/Swallow’s Nest Camellia Rejuvenating Black Mask 1pcs","","",""
"1594278838-212","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Watertours of Hong Kong LimitedBUY 1 GET 1 FREEHarbour Cruise Tour (Nighttime)","https://www.holidayhk.com/en-hk/tours/tours010/","Watertours of Hong Kong Limited","","","",""
"1594278840-220","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","KKDayTung Lung Island Zip Line Experience in Hong Kong","https://www.holidayhk.com/en-hk/tours/tours016/","","","","/media/offer/Kkday_EN_Tour_Offer_1_logo.png",""
"1594278874-269","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","ARTE MadridBUY 1 GET 1 FREEBuy one, get one free on selected jewellery collectionsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0015/","","","Original price:  HK$950 - HK$ 1,280","",""
"1594278840-218","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","KKDayTung Lung Island Zip Line Experience in Hong Kong","https://www.holidayhk.com/en-hk/tours/tours016/","","Tung Lung Island Zip Line Experience in Hong Kong","","",""
"1594278919-358","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hotel ICONAbove & Beyond Club Getaway","https://www.holidayhk.com/en-hk/staycation/staycation0106/","Hotel ICON","","","",""
"1594278894-307","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Dukling50% OFF50% Discount on Dukling Sailing Night Tour","https://www.holidayhk.com/en-hk/attractions/attraction0018/","","","","/media/offer/Dukling_ENHK_Attraction_Offer_1_logo.png",""
"1594278915-349","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","The Kowloon HotelDouble Value Package - pay one price to get room & same value of F&B credit up to HK$1,800","https://www.holidayhk.com/en-hk/staycation/staycation0047/","","Double Value Package - pay one price to get room & same value of F&B credit up to HK$1,800","","",""
"1594278882-282","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","ZWILLINGSUPER OFFERSpecial price of HK$229 for ZWILLING TWIN® Point Silver Santoku Knife Set","https://www.holidayhk.com/en-hk/shops/shop1021/","ZWILLING","","","",""
"1594278907-329","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Ocean Park Marriott HotelHome Kong – Ocean Park Amazing Moment Room Package","https://www.holidayhk.com/en-hk/staycation/staycation0077/","","Home Kong – Ocean Park Amazing Moment Room Package","","",""
"1594278886-287","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Ocean Park Hong KongAdult ticket at HK$350. Kid & elderly go Free.","https://www.holidayhk.com/en-hk/attractions/attraction0021/","","Adult ticket at HK$350. Kid & elderly go Free.","","",""
"1594278909-334","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","The Upper House#WellnessOnTheRoad","https://www.holidayhk.com/en-hk/staycation/staycation0091/","","#WellnessOnTheRoad","","",""
"1594278874-270","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","ARTE MadridBUY 1 GET 1 FREEBuy one, get one free on selected jewellery collectionsQuality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop0015/","","","","/media/offer/EN_Shop_15_logo.png",""
"1594278860-249","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","Ta-keBUY 1 GET 1 FREEBuy one, get one free Premium Seasonal Kaiseki MenuQuality Tourism Services Scheme Restaurants","https://www.holidayhk.com/en-hk/food-and-drink/food0027/","","","Original price: HK$1,880 per person","",""
"1594278828-191","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Jebsen Holidays LimitedYuen Long Pineapple Farm Tour - Hong Kong Residents Privilege","https://www.holidayhk.com/en-hk/tours/tours003/","","","","","• Offer is valid from 15 June to 30 September 2020
• Hong Kong residents are eligible to this offer
• Tour discounted prices are HK$290 for adult and HK$250 for child between 3-11 years
• For enquiries, please email reservation.ta@jebsenholidays.com or call +852 3180 6770"
"1594278917-353","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hong Kong Disneyland ResortLantau Explorer Package HK$2,088","https://www.holidayhk.com/en-hk/staycation/staycation0154/","Hong Kong Disneyland Resort","","","",""
"1594278890-299","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Hong Kong DisneylandBUY 2 GET 1 FREEBuy Two, Get One Free on 1-Day Ticket","https://www.holidayhk.com/en-hk/attractions/attraction0001/","","","","","At Hong Kong Disneyland, every moment is a magical one that brings you closer to your loved ones. From now to 31 August, 2020, guests can buy two 1-Day park tickets and receive an additional 1-Day ticket for free! It’s a wonderful way to share the Disney magic and happiness with all your loved ones!

Every guest may enjoy a complimentary Disney Headband (original price HK$118) or Ear Hat (original price HK$99) with your park entry on or before 31 July 2020! 

Book now and enjoy your magical journey at Hong Kong Disneyland!

•  Offer is valid from now to 31 Aug 2020
• Valid for one visit to the Park on or before August 31, 2020. Tickets are only valid on the date of redemption. All three tickets must be used together upon admission to the Park. 
• 1-Day admission ticket is applicable for guests of all ages while 1-Day Child admission ticket is applicable for the guests aged 3 - 11
•  For enquiries, please call +852 1 830 830 
• Images are for marketing purposes only. All Guests must wear face masks and maintain appropriate social distance during their visit"
"1594278819-170","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Ferry Nostalgia Travel LimitedTung Lung Island Travel Voucher","https://www.holidayhk.com/en-hk/tours/tours007/","","","","/media/offer/FerryNostalgia_EN_Tour_Offer_1_logo.png",""
"1594278832-198","https://www.holidayhk.com/en-hk/","Tours
                    Tours","https://www.holidayhk.com/en-hk/tours/","Grand Holiday (International) LimitedLau Shui Heung Reservoir, Farm Visiting & Noodles Culture Centre 1-Day Tour","https://www.holidayhk.com/en-hk/tours/tours006/","","Lau Shui Heung Reservoir, Farm Visiting & Noodles Culture Centre 1-Day Tour","","",""
"1594278892-304","https://www.holidayhk.com/en-hk/","Attractions
                    Attractions","https://www.holidayhk.com/en-hk/attractions/","Ngong Ping 36050% OFF50% Disount on Weekday Round Trip Cable Car Ticket","https://www.holidayhk.com/en-hk/attractions/attraction0016/","","","","","•  Offer is valid from 15 June to 31 July 2020
•  Offer is valid on Mondays to Fridays only (except Saturdays, Sundays and Public Holidays)
•  Hong Kong residents are eligible for this offer 
•  For enquiries, please contact Ngong Ping 360 at info@np360.com.hk or +852 3666 0606"
"1594278852-237","https://www.holidayhk.com/en-hk/","Dining
                    Dining","https://www.holidayhk.com/en-hk/food-and-drink/","LHGroup & Kabushikigaisha LimitedHK$50 cash coupon upon dine-in purchase at every HK$200","https://www.holidayhk.com/en-hk/food-and-drink/food1006/","","HK$50 cash coupon upon dine-in purchase at every HK$200","","",""
"1594278878-277","https://www.holidayhk.com/en-hk/","Shopping
                    Shopping","https://www.holidayhk.com/en-hk/shops/","FortressPromotion Price of HK$3499 (42% off) for APPLE Watch Series 4 GPS + Cellular Stainless Steel Case 44mm (Recommended Retail Price $6099)Quality Tourism Services  Scheme Shops","https://www.holidayhk.com/en-hk/shops/shop1224/","","","Original Price HK$6099","",""
"1594278919-360","https://www.holidayhk.com/en-hk/","Staycations
                    Staycations","https://www.holidayhk.com/en-hk/staycation/","Hotel ICONAbove & Beyond Club Getaway","https://www.holidayhk.com/en-hk/staycation/staycation0106/","","","With three award-winning restaurants, bountiful gourmet food and a contemporary Above & Beyond Club Lounge, Hotel ICON is the ultimate foodie getaway for all ages. Starting from HK$1,950*per room per night, the package includes a one-night stay at CLUB 36 City Room. Embark on a full-day culinary journey at ICON and enjoy complimentary access to our cozy Above & Beyond Lounge along with a wealth of exclusive benefits","",""
